Id,Answer
0,0.252167637042
1,0.121453404967
2,0.254612802455
3,0.255639556615
4,0.23516232048
5,0.330818525616
6,0.476098738461
7,0.41461009383
8,0.41461009383
9,0.313178186783
10,0.313178186783
11,0.332974157807
12,0.322242589355
13,0.418674235989
14,0.127552642299
15,0.276066594505
16,0.308724938025
17,0.34448829456
18,0.421767478619
19,0.553118619563
20,0.475755888
21,0.162272810632
22,0.0565100993565
23,0.0105904745748
24,0.0376519341035
25,0.041029966658
26,0.0585414140213
27,0.026137665666
28,0.260537914011
29,0.0739736920694
30,0.0519703347979
31,0.25997684318
32,0.270692792504
33,0.273546566324
34,0.0215009688045
35,0.0355242763145
36,0.302486250612
37,0.06511456282
38,0.227992018155
39,0.035358860989
40,0.0733771390755
41,0.527009305808
42,0.0884939405155
43,0.552892817179
44,0.552696501083
45,0.38086431242
46,0.537116036635
47,0.505331028011
48,0.119668214065
49,0.362783770233
50,0.66329466657
51,0.687279356046
52,0.452877596517
53,0.34678157944
54,0.183147097538
55,0.150759103356
56,0.386667280192
57,0.118512118214
58,0.303778012664
59,0.118512118214
60,0.0314416305746
61,0.19646355036
62,0.0460994180125
63,0.387602923361
64,0.0630471975672
65,0.0691936381329
66,0.317018052831
67,0.0535814556599
68,0.0379870977884
69,0.0454816524575
70,0.299294426297
71,0.0244135232069
72,0.237532794392
73,0.0503931869514
74,0.359281729935
75,0.0503931869514
76,0.0793240151981
77,0.204656571723
78,0.376253414966
79,0.384024696555
80,0.0724252335329
81,0.454848182804
82,0.358472486203
83,0.423200366858
84,0.419312833323
85,0.0703144375496
86,0.159565004748
87,0.0629383842158
88,0.0402100975826
89,0.0812946943152
90,0.0858899027428
91,0.0362625366638
92,0.172720450715
93,0.0888218636239
94,0.177863369936
95,0.155398900534
96,0.0917248626531
97,0.236010789303
98,0.31480951635
99,0.277029133138
100,0.0892705001443
101,0.271624785388
102,0.247604991774
103,0.313620494036
104,0.0552988913181
105,0.291973983539
106,0.257484123096
107,0.265861007236
108,0.341593210698
109,0.327913352915
110,0.41897289362
111,0.438094992461
112,0.380901635445
113,0.36501307093
114,0.398472813148
115,0.314148374168
116,0.368104212411
117,0.328122874261
118,0.212957098252
119,0.0779868507501
120,0.492666841508
121,0.492666841508
122,0.306154454837
123,0.306415170286
124,0.45629751914
125,0.300353241085
126,0.21793771424
127,0.213059998577
128,0.449401919812
129,0.155538950563
130,0.359635214034
131,0.593811743263
132,0.553546085946
133,0.360307299135
134,0.211348882837
135,0.109753299925
136,0.272158183374
137,0.296352704981
138,0.385881845201
139,0.322630942595
140,0.327982731495
141,0.272445301962
142,0.3286026907
143,0.347065267771
144,0.292045464879
145,0.347481319776
146,0.00517677860081
147,0.118355389769
148,0.0749352139536
149,0.269978796299
150,0.243439872731
151,0.0723511067353
152,0.0166755789201
153,0.0215852138948
154,0.0804325782212
155,0.0291627443793
156,0.0161738082636
157,0.112040574715
158,0.055657893371
159,0.0172628780849
160,0.0697999184773
161,0.028566327396
162,0.186494836175
163,0.0564495795073
164,0.0188023959823
165,0.0597366009158
166,0.360821007255
167,0.106446575603
168,0.0413164645645
169,0.180385407438
170,0.0658707755159
171,0.0588622814996
172,0.279861663116
173,0.175663930101
174,0.149945948496
175,0.177428486874
176,0.191509323987
177,0.146116541754
178,0.460645883002
179,0.422949761045
180,0.211633014888
181,0.421205683535
182,0.110939790617
183,0.0137267573198
184,0.154398425106
185,0.0162383307435
186,0.080509309741
187,0.0197862853796
188,0.0116503164799
189,0.0068043636881
190,0.0146784910181
191,0.018711957397
192,0.00835663856561
193,0.0251475767359
194,0.0697051634649
195,0.341847198005
196,0.507190224436
197,0.474783090162
198,0.00770981604885
199,0.0111107296833
200,0.00599189018947
201,0.00470061684347
202,0.00267193415828
203,0.00358715207045
204,0.00550975135241
205,0.0095539845558
206,0.0416313414064
207,0.0332498441572
208,0.319253740555
209,0.0128125277143
210,0.0237464354334
211,0.0256194551569
212,0.0138459423808
213,0.0343606154058
214,0.0228544977756
215,0.217274127131
216,0.0595822344941
217,0.428139014927
218,0.0600130929129
219,0.38736622593
220,0.0336170422109
221,0.302776162828
222,0.0121717087155
223,0.143578498156
224,0.0484431930612
225,0.0368890326491
226,0.0322697551241
227,0.283635868192
228,0.0527814137273
229,0.238898247697
230,0.019477954929
231,0.0629303352364
232,0.0265543687442
233,0.0183178566638
234,0.311511740193
235,0.28543934119
236,0.0102737590903
237,0.0188515647436
238,0.0454613059282
239,0.0181141419921
240,0.0284295387006
241,0.20044438493
242,0.0670944097992
243,0.00721655014693
244,0.0332196307197
245,0.0332196307197
246,0.0148323957203
247,0.0736873347896
248,0.124519246588
249,0.0336807042763
250,0.0162974015421
251,0.011346120836
252,0.00289542948221
253,0.048032774056
254,0.0405495157192
255,0.061917006684
256,0.293860892802
257,0.0623639394885
258,0.306928450814
259,0.0603077463791
260,0.451034842331
261,0.337254719721
262,0.305297145086
263,0.538829548898
264,0.550461660872
265,0.337928421588
266,0.337928421588
267,0.0307912986075
268,0.307863484578
269,0.323618609675
270,0.246642950367
271,0.327096796226
272,0.507867306063
273,0.570520747647
274,0.578154329819
275,0.557713535482
276,0.458800560013
277,0.0740292772805
278,0.381892315632
279,0.427188517225
280,0.550624345117
281,0.337944925169
282,0.468497351907
283,0.355254034993
284,0.381632761668
285,0.361707142363
286,0.298687941826
287,0.0840199259931
288,0.376338516424
289,0.296644910992
290,0.374734388835
291,0.292076300762
292,0.342723613496
293,0.0240185228743
294,0.220037487569
295,0.0250492010927
296,0.00669187938618
